4481,1137,4515,1231
4479,1157,4503,1216
4404,1170,4447,1239
4419,1162,4486,1209
4277,1102,4350,1163
4233,1024,4291,1112
4438,1202,4487,1264
4338,1224,4385,1302
4334,1150,4369,1238
4370,1290,4400,1326
4430,1061,4489,1140
4416,1020,4493,1075
4369,1029,4443,1096
4382,1086,4455,1134
4364,1148,4411,1215
4342,1104,4390,1173
4333,1068,4388,1115
4756,1244,4782,1300
4709,1257,4768,1313
4708,1197,4775,1257
4632,1203,4714,1321
4675,1099,4719,1163
4681,1140,4748,1204
4293,1311,4351,1354
4300,1349,4370,1406
4347,1344,4422,1403
4390,1394,4444,1442
4341,1399,4404,1455
4400,1421,4497,1492
4540,1518,4596,1538
4532,1500,4610,1521
4506,1506,4542,1529
4483,1497,4510,1522
4453,1491,4487,1517
4604,1334,4664,1424
4607,1284,4668,1367
4539,1320,4612,1395
4492,1335,4544,1447
4538,1413,4626,1464
4747,1423,4849,1459
4790,1354,4829,1425
4593,1526,4693,1562
4674,1482,4912,1572
4669,1444,4696,1515
4660,1323,4787,1454
4673,1427,4736,1488
4747,693,4798,748
4781,668,4846,749
4752,739,4803,784
4787,740,4829,823
4774,779,4814,849
4983,534,5211,698
4919,751,4989,811
4966,774,4991,824
4982,772,5007,819
4799,851,4862,975
4814,823,4866,861
4867,826,4912,858
4945,780,4978,825
4930,789,4956,837
4914,803,4937,845
4980,695,5024,781
4864,792,4925,827
4849,811,4917,839
5145,55,5608,532
4938,38,5353,275
4693,223,5219,447
4489,155,4844,392
4745,166,5025,353
4418,336,4749,540
4218,157,4523,388
4022,94,4254,399
3822,57,4105,304
3915,243,4155,482
4221,326,4512,524
3468,220,3729,361
3905,505,4099,631
3711,495,3938,603
3752,547,3932,685
3908,346,4125,531
3766,295,3925,520
3840,359,4025,521
4663,404,4865,558
4770,431,4927,577
4750,511,4849,618
4673,533,4768,597
4904,421,5015,563
5017,438,5065,612
4805,506,4993,630
4789,614,4862,687
4843,588,4968,681
4732,611,4815,711
4669,656,4764,748
4316,672,4546,775
4673,581,4778,653
4614,613,4733,700
4438,627,4618,736
4435,511,4623,633
4553,524,4696,654
4205,513,4344,673
4099,386,4407,549
4333,593,4555,694
4272,515,4457,633
3905,599,4069,737
3928,713,4053,815
4040,692,4196,757
4025,703,4248,831
4169,628,4317,711
4053,570,4236,683
4210,739,4409,875
4190,848,4323,942
4029,514,4236,631
4305,824,4406,942
4121,870,4222,943
4031,816,4127,915
4585,674,4681,743
4578,722,4645,813
4604,755,4719,824
4620,811,4687,846
4646,839,4709,892
4601,828,4666,887
4609,879,4675,919
4649,881,4715,952
4580,903,4656,997
4615,933,4686,1015
4680,986,4710,1043
4555,981,4636,1049
4489,1006,4571,1106
4442,968,4563,1048
4384,919,4517,1035
4337,917,4407,1057
4403,871,4527,934
4381,909,4487,974
4396,831,4518,900
4500,845,4619,914
4508,900,4591,996
4539,818,4624,878
4531,779,4608,840
4529,704,4603,823
4457,737,4546,866
4397,736,4503,859
4245,678,4427,814
1920,1596,2050,1721
2011,1464,2159,1546
2064,1407,2178,1484
1976,1383,2091,1492
2011,1259,2090,1390
1892,1346,2013,1480
1896,1456,2012,1538
1786,1330,1911,1434
2022,1501,2101,1604
1957,1497,2048,1607
2080,1473,2187,1562
2133,1341,2222,1479
2201,1272,2263,1362
2163,1223,2260,1303
2083,1297,2217,1419
2052,1196,2153,1323
2075,1222,2179,1345
1996,1168,2088,1286
1937,1109,2028,1236
1802,1104,1971,1273
1818,1433,1977,1605
1703,1902,1801,2026
1753,1810,1844,1912
1701,1783,1811,1939
1712,1643,1815,1757
1700,1739,1787,1861
1777,1714,1912,1829
1790,1655,1907,1779
1875,1580,1968,1670
1723,1580,1847,1668
1728,1527,1833,1621
1808,1549,1904,1675
1888,1667,1978,1760
1833,995,1915,1124
1903,1082,2002,1129
1748,1042,1901,1152
1540,1154,1604,1250
1585,1173,1686,1258
1699,983,1841,1029
1663,994,1734,1044
1743,1021,1835,1057
1640,1066,1754,1150
1668,1018,1770,1081
1641,1031,1683,1118
1573,1045,1625,1173
1604,1130,1712,1192
1611,1029,1656,1153
1606,979,1697,1061
1693,1460,1746,1668
1686,1660,1721,1799
1669,1792,1736,2014
1696,1399,1765,1467
1636,1362,1709,1430
1614,1384,1721,1473
1373,1190,1604,1361
1619,1245,1670,1365
1564,1228,1629,1319
1594,1313,1655,1392
1760,1385,1883,1488
1706,1353,1822,1437
1744,1440,1837,1540
1728,1461,1786,1549
1675,402,1705,449
1700,380,1730,441
1713,360,1765,425
1657,446,1716,481
1657,463,1700,486
1613,409,1662,469
1633,460,1681,509
1618,469,1649,537
1561,433,1632,466
1659,406,1691,451
1567,462,1628,512
1548,461,1603,512
1565,508,1633,544
1559,521,1629,572
1512,515,1598,568
1541,567,1583,606
1575,568,1629,617
1533,601,1584,650
1506,592,1559,631
1492,604,1545,678
1472,597,1517,675
1513,695,1557,770
1474,672,1540,704
1520,500,1570,551
1460,565,1552,604
1375,656,1483,687
1375,597,1430,668
1399,566,1492,606
1420,600,1483,666
1456,521,1525,572
1408,536,1483,579
1482,465,1552,535
1432,463,1488,546
1379,455,1442,529
1396,480,1443,561
1339,568,1401,664
1455,394,1520,470
1333,337,1498,422
1371,385,1451,461
1342,637,1417,702
1311,493,1416,587
1323,525,1391,624
1303,445,1398,503
1224,561,1331,620
1192,449,1312,511
1226,501,1329,573
1160,474,1234,574
1187,328,1297,407
1194,395,1308,464
1293,357,1386,453
1037,314,1197,417
1085,393,1202,480
1143,560,1243,662
1267,626,1347,723
1238,621,1340,716
1207,602,1326,673
863,384,977,463
869,320,997,409
971,378,1158,497
860,332,922,380
865,199,993,341
729,173,847,278
25,32,586,275
577,63,784,208
1773,369,1873,439
802,266,922,343
1754,346,1850,396
1729,347,1796,408
1880,274,1985,376
1801,95,1938,275
1678,264,1921,356
1678,320,1805,389
1626,365,1675,410
1644,342,1706,407
1497,389,1573,467
1565,343,1631,400
1359,300,1574,406
1551,397,1613,445
1565,376,1642,424
1477,126,1649,315
1412,275,1595,373
1236,84,1483,302
1204,326,1354,398
1216,207,1393,339
1093,250,1232,330
1076,146,1225,280
952,192,1105,331
896,105,1085,246
1179,674,1255,782
1107,693,1199,812
1089,652,1189,744
1140,646,1246,703
1229,713,1290,823
1011,641,1115,748
1114,557,1169,655
1055,595,1124,663
1058,554,1153,620
993,570,1097,664
885,528,1004,649
915,538,999,625
865,458,935,545
982,642,1099,807
1157,805,1219,873
1098,740,1180,830
1195,839,1240,886
1173,838,1228,890
1213,778,1273,837
1196,818,1277,849
1174,765,1222,827
1236,845,1270,884
1263,848,1299,898
1216,880,1263,911
1285,888,1329,923
1249,881,1311,927
1291,864,1346,904
1255,813,1302,874
1324,892,1392,944
1394,828,1442,871
1395,829,1452,892
1342,851,1409,900
1366,918,1438,967
1378,880,1436,939
1410,921,1508,971
1438,939,1508,1006
1466,1001,1520,1046
1511,1024,1603,1064
1480,802,1588,868
1579,817,1649,859
1644,854,1690,889
1685,857,1740,895
1583,626,1838,986
1573,738,1692,840
1792,879,1852,925
1840,926,1881,989
3159,1740,3298,1851
